"Year";"Age";"mx";"qx";"ax";"lx";"dx";"Lx";"Tx";"ex"
"1901";"0";"0.165";"0.148";"14836.66";"1e+05";"14836.66";"90059.438";"5008907.587";"50.089"
"1901";"1";"0.018";"0.017";"1482.721";"85163.34";"1482.721";"84421.98";"4918848.149";"57.758"
"1901";"2";"0.01";"0.01";"854.969";"83680.619";"854.969";"83253.134";"4834426.169";"57.772"
"1901";"3";"0.007";"0.006";"538.002";"82825.65";"538.002";"82556.649";"4751173.035";"57.364"
"1901";"4";"0.005";"0.005";"432.838";"82287.648";"432.838";"82071.229";"4668616.386";"56.735"
"1901";"5";"0.005";"0.005";"383.555";"81854.81";"383.555";"81663.033";"4586545.156";"56.033"
"1901";"6";"0.004";"0.004";"365.354";"81471.255";"365.354";"81288.579";"4504882.124";"55.294"
"1901";"7";"0.004";"0.004";"352.648";"81105.902";"352.648";"80929.578";"4423593.545";"54.541"
"1901";"8";"0.004";"0.004";"336.152";"80753.254";"336.152";"80585.178";"4342663.967";"53.777"
"1901";"9";"0.004";"0.004";"289.422";"80417.102";"289.422";"80272.391";"4262078.789";"53"
"1901";"10";"0.002";"0.002";"199.051";"80127.68";"199.051";"80028.155";"4181806.398";"52.189"
"1901";"11";"0.002";"0.002";"144.173";"79928.629";"144.173";"79856.543";"4101778.243";"51.318"
"1901";"12";"0.002";"0.002";"127.293";"79784.456";"127.293";"79720.81";"4021921.7";"50.41"
"1901";"13";"0.002";"0.002";"124.571";"79657.163";"124.571";"79594.878";"3942200.891";"49.49"
"1901";"14";"0.002";"0.002";"133.796";"79532.592";"133.796";"79465.694";"3862606.013";"48.566"
"1901";"15";"0.002";"0.002";"177.126";"79398.797";"177.126";"79310.233";"3783140.319";"47.647"
"1901";"16";"0.003";"0.003";"214.537";"79221.67";"214.537";"79114.402";"3703830.085";"46.753"
"1901";"17";"0.003";"0.003";"259.371";"79007.134";"259.371";"78877.448";"3624715.683";"45.878"
"1901";"18";"0.004";"0.004";"301.857";"78747.762";"301.857";"78596.834";"3545838.235";"45.028"
"1901";"19";"0.004";"0.004";"319.018";"78445.905";"319.018";"78286.396";"3467241.402";"44.199"
"1901";"20";"0.004";"0.004";"349.126";"78126.887";"349.126";"77952.324";"3388955.006";"43.378"
"1901";"21";"0.005";"0.005";"419.898";"77777.76";"419.898";"77567.812";"3311002.682";"42.57"
"1901";"22";"0.006";"0.006";"468.123";"77357.863";"468.123";"77123.801";"3233434.87";"41.798"
"1901";"23";"0.006";"0.006";"469.804";"76889.74";"469.804";"76654.838";"3156311.069";"41.05"
"1901";"24";"0.006";"0.006";"463.281";"76419.936";"463.281";"76188.295";"3079656.231";"40.299"
"1901";"25";"0.007";"0.007";"517.259";"75956.655";"517.259";"75698.025";"3003467.936";"39.542"
"1901";"26";"0.008";"0.008";"581.301";"75439.396";"581.301";"75148.745";"2927769.91";"38.81"
"1901";"27";"0.008";"0.008";"565.792";"74858.095";"565.792";"74575.199";"2852621.165";"38.107"
"1901";"28";"0.008";"0.008";"588.818";"74292.302";"588.818";"73997.893";"2778045.967";"37.393"
"1901";"29";"0.007";"0.007";"493.196";"73703.484";"493.196";"73456.886";"2704048.073";"36.688"
"1901";"30";"0.007";"0.007";"488.222";"73210.288";"488.222";"72966.177";"2630591.187";"35.932"
"1901";"31";"0.006";"0.006";"455.467";"72722.066";"455.467";"72494.332";"2557625.011";"35.17"
"1901";"32";"0.007";"0.007";"473.734";"72266.598";"473.734";"72029.731";"2485130.679";"34.388"
"1901";"33";"0.007";"0.007";"475.88";"71792.864";"475.88";"71554.924";"2413100.948";"33.612"
"1901";"34";"0.007";"0.007";"519.877";"71316.984";"519.877";"71057.046";"2341546.023";"32.833"
"1901";"35";"0.009";"0.009";"602.916";"70797.107";"602.916";"70495.649";"2270488.978";"32.07"
"1901";"36";"0.01";"0.009";"666.667";"70194.191";"666.667";"69860.858";"2199993.329";"31.342"
"1901";"37";"0.01";"0.01";"721.088";"69527.525";"721.088";"69166.981";"2130132.471";"30.637"
"1901";"38";"0.011";"0.011";"741.638";"68806.437";"741.638";"68435.618";"2060965.49";"29.953"
"1901";"39";"0.011";"0.011";"737.86";"68064.799";"737.86";"67695.869";"1992529.872";"29.274"
"1901";"40";"0.012";"0.012";"795.54";"67326.939";"795.54";"66929.169";"1924834.003";"28.589"
"1901";"41";"0.011";"0.011";"742.596";"66531.399";"742.596";"66160.102";"1857904.833";"27.925"
"1901";"42";"0.011";"0.011";"728.123";"65788.804";"728.123";"65424.742";"1791744.732";"27.235"
"1901";"43";"0.01";"0.01";"672.489";"65060.681";"672.489";"64724.437";"1726319.989";"26.534"
"1901";"44";"0.01";"0.01";"617.001";"64388.192";"617.001";"64079.692";"1661595.553";"25.806"
"1901";"45";"0.01";"0.01";"610.932";"63771.191";"610.932";"63465.725";"1597515.861";"25.051"
"1901";"46";"0.009";"0.009";"565.344";"63160.259";"565.344";"62877.587";"1534050.136";"24.288"
"1901";"47";"0.009";"0.009";"570.303";"62594.915";"570.303";"62309.763";"1471172.549";"23.503"
"1901";"48";"0.01";"0.01";"591.161";"62024.612";"591.161";"61729.032";"1408862.786";"22.715"
"1901";"49";"0.011";"0.011";"647.355";"61433.451";"647.355";"61109.774";"1347133.754";"21.928"
"1901";"50";"0.013";"0.013";"768.871";"60786.096";"768.871";"60401.661";"1286023.98";"21.157"
"1901";"51";"0.012";"0.012";"739.851";"60017.226";"739.851";"59647.3";"1225622.319";"20.421"
"1901";"52";"0.014";"0.014";"842.91";"59277.375";"842.91";"58855.92";"1165975.019";"19.67"
"1901";"53";"0.015";"0.015";"871.44";"58434.464";"871.44";"57998.744";"1107119.099";"18.946"
"1901";"54";"0.016";"0.016";"917.792";"57563.024";"917.792";"57104.128";"1049120.355";"18.226"
"1901";"55";"0.019";"0.019";"1061.149";"56645.233";"1061.149";"56114.658";"992016.227";"17.513"
"1901";"56";"0.021";"0.021";"1181.445";"55584.084";"1181.445";"54993.362";"935901.568";"16.838"
"1901";"57";"0.023";"0.022";"1219.412";"54402.639";"1219.412";"53792.933";"880908.207";"16.192"
"1901";"58";"0.025";"0.025";"1336.259";"53183.227";"1336.259";"52515.097";"827115.273";"15.552"
"1901";"59";"0.026";"0.026";"1325.768";"51846.968";"1325.768";"51184.084";"774600.176";"14.94"
"1901";"60";"0.03";"0.029";"1477.299";"50521.199";"1477.299";"49782.55";"723416.092";"14.319"
"1901";"61";"0.029";"0.028";"1391.928";"49043.9";"1391.928";"48347.936";"673633.543";"13.735"
"1901";"62";"0.032";"0.032";"1501.083";"47651.972";"1501.083";"46901.43";"625285.607";"13.122"
"1901";"63";"0.033";"0.033";"1507.16";"46150.889";"1507.16";"45397.309";"578384.177";"12.532"
"1901";"64";"0.036";"0.036";"1586.356";"44643.728";"1586.356";"43850.551";"532986.868";"11.939"
"1901";"65";"0.042";"0.041";"1765.08";"43057.373";"1765.08";"42174.833";"489136.317";"11.36"
"1901";"66";"0.045";"0.044";"1805.728";"41292.293";"1805.728";"40389.429";"446961.484";"10.824"
"1901";"67";"0.047";"0.046";"1808.262";"39486.566";"1808.262";"38582.435";"406572.055";"10.296"
"1901";"68";"0.051";"0.049";"1859.334";"37678.304";"1859.334";"36748.637";"367989.62";"9.767"
"1901";"69";"0.053";"0.052";"1845.302";"35818.969";"1845.302";"34896.318";"331240.984";"9.248"
"1901";"70";"0.065";"0.063";"2150.851";"33973.667";"2150.851";"32898.242";"296344.665";"8.723"
"1901";"71";"0.065";"0.063";"2018.067";"31822.817";"2018.067";"30813.783";"263446.423";"8.279"
