"Year";"Age";"mx";"qx";"ax";"lx";"dx";"Lx";"Tx";"ex"
"1901";"0";"0.17";"0.153";"15285.456";"1e+05";"15285.456";"90064.454";"4439447.38";"44.394"
"1901";"1";"0.056";"0.054";"4604.112";"84714.544";"4604.112";"82412.488";"4349382.926";"51.342"
"1901";"2";"0.033";"0.033";"2626.357";"80110.433";"2626.357";"78797.254";"4266970.438";"53.264"
"1901";"3";"0.021";"0.021";"1606.361";"77484.075";"1606.361";"76680.895";"4188173.184";"54.052"
"1901";"4";"0.015";"0.015";"1131.096";"75877.714";"1131.096";"75312.166";"4111492.289";"54.186"
"1901";"5";"0.009";"0.009";"676.078";"74746.618";"676.078";"74408.579";"4036180.123";"53.998"
"1901";"6";"0.006";"0.006";"436.429";"74070.54";"436.429";"73852.326";"3961771.544";"53.486"
"1901";"7";"0.004";"0.004";"301.251";"73634.111";"301.251";"73483.485";"3887919.218";"52.801"
"1901";"8";"0.003";"0.003";"231.743";"73332.86";"231.743";"73216.988";"3814435.733";"52.015"
"1901";"9";"0.004";"0.004";"264.374";"73101.117";"264.374";"72968.929";"3741218.745";"51.179"
"1901";"10";"0.005";"0.005";"352.069";"72836.742";"352.069";"72660.708";"3668249.815";"50.363"
"1901";"11";"0.006";"0.006";"419.434";"72484.674";"419.434";"72274.957";"3595589.107";"49.605"
"1901";"12";"0.006";"0.006";"463.203";"72065.24";"463.203";"71833.639";"3523314.15";"48.891"
"1901";"13";"0.007";"0.007";"496.492";"71602.038";"496.492";"71353.792";"3451480.512";"48.204"
"1901";"14";"0.007";"0.007";"475.506";"71105.545";"475.506";"70867.792";"3380126.72";"47.537"
"1901";"15";"0.007";"0.007";"472.303";"70630.039";"472.303";"70393.888";"3309258.928";"46.853"
"1901";"16";"0.007";"0.007";"467.134";"70157.736";"467.134";"69924.17";"3238865.04";"46.165"
"1901";"17";"0.006";"0.006";"445.423";"69690.603";"445.423";"69467.891";"3168940.87";"45.472"
"1901";"18";"0.006";"0.006";"433.854";"69245.18";"433.854";"69028.253";"3099472.979";"44.761"
"1901";"19";"0.006";"0.006";"441.683";"68811.326";"441.683";"68590.484";"3030444.726";"44.04"
"1901";"20";"0.008";"0.008";"514.821";"68369.643";"514.821";"68112.232";"2961854.242";"43.321"
"1901";"21";"0.008";"0.008";"513.22";"67854.822";"513.22";"67598.212";"2893742.01";"42.646"
"1901";"22";"0.008";"0.008";"560.872";"67341.602";"560.872";"67061.166";"2826143.798";"41.967"
"1901";"23";"0.008";"0.008";"548.83";"66780.73";"548.83";"66506.314";"2759082.632";"41.316"
"1901";"24";"0.009";"0.009";"564.761";"66231.899";"564.761";"65949.519";"2692576.318";"40.654"
"1901";"25";"0.009";"0.009";"572.529";"65667.138";"572.529";"65380.874";"2626626.799";"39.999"
"1901";"26";"0.008";"0.008";"549.933";"65094.61";"549.933";"64819.643";"2561245.925";"39.347"
"1901";"27";"0.009";"0.009";"550.964";"64544.677";"550.964";"64269.195";"2496426.282";"38.677"
"1901";"28";"0.009";"0.009";"551.956";"63993.713";"551.956";"63717.735";"2432157.086";"38.006"
"1901";"29";"0.008";"0.008";"483.056";"63441.757";"483.056";"63200.229";"2368439.351";"37.332"
"1901";"30";"0.008";"0.008";"512.225";"62958.701";"512.225";"62702.589";"2305239.122";"36.615"
"1901";"31";"0.008";"0.008";"484.606";"62446.476";"484.606";"62204.173";"2242536.533";"35.911"
"1901";"32";"0.008";"0.008";"488.56";"61961.871";"488.56";"61717.591";"2180332.36";"35.188"
"1901";"33";"0.007";"0.007";"445.709";"61473.31";"445.709";"61250.456";"2118614.77";"34.464"
"1901";"34";"0.007";"0.007";"435.281";"61027.601";"435.281";"60809.961";"2057364.314";"33.712"
"1901";"35";"0.007";"0.006";"393.033";"60592.32";"393.033";"60395.803";"1996554.353";"32.951"
"1901";"36";"0.006";"0.006";"371.779";"60199.287";"371.779";"60013.397";"1936158.55";"32.162"
"1901";"37";"0.006";"0.006";"377.129";"59827.508";"377.129";"59638.943";"1876145.153";"31.359"
"1901";"38";"0.007";"0.007";"401.673";"59450.379";"401.673";"59249.542";"1816506.209";"30.555"
"1901";"39";"0.007";"0.007";"407.341";"59048.706";"407.341";"58845.036";"1757256.667";"29.759"
"1901";"40";"0.009";"0.009";"513.91";"58641.365";"513.91";"58384.41";"1698411.632";"28.963"
"1901";"41";"0.009";"0.008";"492.301";"58127.455";"492.301";"57881.304";"1640027.221";"28.214"
"1901";"42";"0.01";"0.01";"578.496";"57635.154";"578.496";"57345.906";"1582145.917";"27.451"
"1901";"43";"0.009";"0.009";"504.485";"57056.658";"504.485";"56804.415";"1524800.011";"26.724"
"1901";"44";"0.009";"0.009";"495.2";"56552.173";"495.2";"56304.573";"1467995.596";"25.958"
"1901";"45";"0.009";"0.009";"508.452";"56056.973";"508.452";"55802.747";"1411691.023";"25.183"
"1901";"46";"0.009";"0.009";"498.085";"55548.522";"498.085";"55299.479";"1355888.275";"24.409"
"1901";"47";"0.009";"0.009";"507.769";"55050.436";"507.769";"54796.552";"1300588.797";"23.625"
"1901";"48";"0.01";"0.01";"557.28";"54542.667";"557.28";"54264.027";"1245792.245";"22.841"
"1901";"49";"0.01";"0.01";"549.354";"53985.387";"549.354";"53710.71";"1191528.218";"22.071"
"1901";"50";"0.012";"0.012";"650.544";"53436.033";"650.544";"53110.761";"1137817.507";"21.293"
"1901";"51";"0.012";"0.012";"616.958";"52785.489";"616.958";"52477.01";"1084706.746";"20.549"
"1901";"52";"0.013";"0.013";"696.744";"52168.531";"696.744";"51820.159";"1032229.736";"19.786"
"1901";"53";"0.013";"0.013";"672.489";"51471.788";"672.489";"51135.543";"980409.577";"19.048"
"1901";"54";"0.013";"0.013";"656.702";"50799.298";"656.702";"50470.948";"929274.034";"18.293"
"1901";"55";"0.015";"0.015";"738.894";"50142.597";"738.894";"49773.15";"878803.086";"17.526"
"1901";"56";"0.017";"0.017";"815.546";"49403.703";"815.546";"48995.93";"829029.936";"16.781"
"1901";"57";"0.018";"0.018";"875.01";"48588.157";"875.01";"48150.652";"780034.006";"16.054"
"1901";"58";"0.021";"0.021";"994.05";"47713.147";"994.05";"47216.122";"731883.354";"15.339"
"1901";"59";"0.022";"0.022";"1032.417";"46719.097";"1032.417";"46202.889";"684667.232";"14.655"
"1901";"60";"0.031";"0.031";"1396.82";"45686.68";"1396.82";"44988.27";"638464.343";"13.975"
"1901";"61";"0.03";"0.03";"1308.845";"44289.86";"1308.845";"43635.437";"593476.073";"13.4"
"1901";"62";"0.033";"0.032";"1384.632";"42981.015";"1384.632";"42288.699";"549840.636";"12.793"
"1901";"63";"0.034";"0.033";"1393.256";"41596.383";"1393.256";"40899.756";"507551.937";"12.202"
"1901";"64";"0.035";"0.034";"1386.712";"40203.128";"1386.712";"39509.772";"466652.181";"11.607"
"1901";"65";"0.039";"0.038";"1488.969";"38816.415";"1488.969";"38071.931";"427142.41";"11.004"
"1901";"66";"0.042";"0.041";"1528.381";"37327.446";"1528.381";"36563.256";"389070.479";"10.423"
"1901";"67";"0.044";"0.043";"1525.954";"35799.066";"1525.954";"35036.088";"352507.223";"9.847"
"1901";"68";"0.05";"0.048";"1659.975";"34273.111";"1659.975";"33443.124";"317471.135";"9.263"
"1901";"69";"0.054";"0.053";"1721.521";"32613.137";"1721.521";"31752.376";"284028.011";"8.709"
"1901";"70";"0.074";"0.071";"2190.649";"30891.615";"2190.649";"29796.291";"252275.635";"8.166"
"1901";"71";"0.075";"0.072";"2069.648";"28700.967";"2069.648";"27666.143";"222479.344";"7.752"
"1901";"72";"0.087";"0.084";"2228.294";"26631.319";"2228.294";"25517.171";"194813.201";"7.315"
"1901";"73";"0.091";"0.087";"2133.221";"24403.024";"2133.221";"23336.414";"169296.03";"6.938"
"1901";"74";"0.099";"0.095";"2106.257";"22269.803";"2106.257";"21216.675";"145959.616";"6.554"
"1901";"75";"0.109";"0.103";"2081.192";"20163.546";"2081.192";"19122.95";"124742.941";"6.187"
"1901";"76";"0.114";"0.108";"1952.874";"18082.354";"1952.874";"17105.917";"105619.991";"5.841"
"1901";"77";"0.121";"0.114";"1843.55";"16129.48";"1843.55";"15207.705";"88514.074";"5.488"
"1901";"78";"0.142";"0.133";"1897.995";"14285.93";"1897.995";"13336.933";"73306.369";"5.131"
"1901";"79";"0.139";"0.13";"1610.946";"12387.935";"1610.946";"11582.462";"59969.436";"4.841"
"1901";"80";"0.153";"0.142";"1531.721";"10776.99";"1531.721";"10011.129";"48386.974";"4.49"
"1901";"81";"0.172";"0.158";"1463.575";"9245.268";"1463.575";"8513.481";"38375.845";"4.151"
"1901";"82";"0.193";"0.176";"1367.291";"7781.693";"1367.291";"7098.048";"29862.364";"3.838"
"1901";"83";"0.215";"0.194";"1246.245";"6414.402";"1246.245";"5791.28";"22764.316";"3.549"
"1901";"84";"0.24";"0.214";"1105.881";"5168.157";"1105.881";"4615.216";"16973.037";"3.284"
"1901";"85";"0.266";"0.235";"953.316";"4062.276";"953.316";"3585.618";"12357.82";"3.042"
"1901";"86";"0.294";"0.256";"796.638";"3108.96";"796.638";"2710.641";"8772.202";"2.822"
"1901";"87";"0.324";"0.279";"643.999";"2312.322";"643.999";"1990.322";"6061.562";"2.621"
"1901";"88";"0.355";"0.301";"502.649";"1668.323";"502.649";"1416.998";"4071.239";"2.44"
"1901";"89";"0.387";"0.324";"378.12";"1165.673";"378.12";"976.613";"2654.241";"2.277"
"1901";"90";"0.421";"0.348";"273.718";"787.553";"273.718";"650.694";"1677.628";"2.13"
"1901";"91";"0.455";"0.371";"190.424";"513.836";"190.424";"418.624";"1026.933";"1.999"
"1901";"92";"0.49";"0.393";"127.19";"323.412";"127.19";"259.817";"608.31";"1.881"
"1901";"93";"0.524";"0.415";"81.51";"196.222";"81.51";"155.467";"348.493";"1.776"
"1901";"94";"0.559";"0.437";"50.104";"114.711";"50.104";"89.659";"193.026";"1.683"
"1901";"95";"0.593";"0.457";"29.542";"64.608";"29.542";"49.836";"103.367";"1.6"
"1901";"96";"0.626";"0.477";"16.716";"35.065";"16.716";"26.707";"53.53";"1.527"
"1901";"97";"0.658";"0.495";"9.083";"18.35";"9.083";"13.808";"26.823";"1.462"
"1901";"98";"0.688";"0.512";"4.746";"9.266";"4.746";"6.893";"13.015";"1.405"
"1901";"99";"0.717";"0.528";"2.387";"4.52";"2.387";"3.327";"6.122";"1.354"
"1901";"100";"0.745";"0.543";"1.158";"2.133";"1.158";"1.555";"2.795";"1.31"
"1901";"101";"0.77";"0.556";"0.543";"0.976";"0.543";"0.704";"1.24";"1.271"
"1901";"102";"0.794";"0.568";"0.246";"0.433";"0.246";"0.31";"0.536";"1.238"
"1901";"103";"0.816";"0.579";"0.108";"0.187";"0.108";"0.133";"0.226";"1.209"
"1901";"104";"0.836";"0.589";"0.046";"0.079";"0.046";"0.055";"0.093";"1.186"
"1901";"105+";"0.854";"1";"0.032";"0.032";"0.032";"0.038";"0.038";"1.171"
"1902";"0";"0.173";"0.156";"15558.601";"1e+05";"15558.601";"89886.909";"4613200.251";"46.132"
"1902";"1";"0.045";"0.044";"3719.853";"84441.399";"3719.853";"82581.472";"4523313.341";"53.567"
"1902";"2";"0.027";"0.027";"2147.266";"80721.546";"2147.266";"79647.913";"4440731.869";"55.013"
"1902";"3";"0.017";"0.017";"1359.589";"78574.28";"1359.589";"77894.485";"4361083.956";"55.503"
"1902";"4";"0.012";"0.012";"936.694";"77214.691";"936.694";"76746.344";"4283189.471";"55.471"
"1902";"5";"0.008";"0.008";"605.904";"76277.997";"605.904";"75975.044";"4206443.127";"55.146"
"1902";"6";"0.005";"0.005";"410.507";"75672.092";"410.507";"75466.839";"4130468.083";"54.584"
"1902";"7";"0.004";"0.004";"302.757";"75261.585";"302.757";"75110.206";"4055001.244";"53.879"
"1902";"8";"0.003";"0.003";"243.894";"74958.828";"243.894";"74836.881";"3979891.038";"53.094"
"1902";"9";"0.003";"0.003";"216.723";"74714.934";"216.723";"74606.572";"3905054.157";"52.266"
"1902";"10";"0.004";"0.004";"265.586";"74498.211";"265.586";"74365.418";"3830447.584";"51.417"
"1902";"11";"0.004";"0.004";"323.479";"74232.625";"323.479";"74070.885";"3756082.167";"50.599"
"1902";"12";"0.005";"0.005";"345.821";"73909.146";"345.821";"73736.235";"3682011.281";"49.818"
"1902";"13";"0.005";"0.005";"372.287";"73563.325";"372.287";"73377.181";"3608275.046";"49.05"
"1902";"14";"0.006";"0.006";"420.369";"73191.038";"420.369";"72980.853";"3534897.865";"48.297"
"1902";"15";"0.006";"0.006";"404.503";"72770.669";"404.503";"72568.418";"3461917.011";"47.573"
"1902";"16";"0.006";"0.006";"437.247";"72366.166";"437.247";"72147.543";"3389348.594";"46.836"
"1902";"17";"0.006";"0.006";"449.767";"71928.919";"449.767";"71704.036";"3317201.051";"46.118"
"1902";"18";"0.007";"0.007";"472.003";"71479.152";"472.003";"71243.151";"3245497.015";"45.405"
"1902";"19";"0.007";"0.007";"488.97";"71007.15";"488.97";"70762.665";"3174253.864";"44.703"
"1902";"20";"0.008";"0.008";"530.075";"70518.18";"530.075";"70253.143";"3103491.199";"44.01"
"1902";"21";"0.008";"0.008";"530.24";"69988.106";"530.24";"69722.985";"3033238.056";"43.339"
"1902";"22";"0.008";"0.008";"578.894";"69457.865";"578.894";"69168.418";"2963515.071";"42.666"
"1902";"23";"0.009";"0.009";"595.604";"68878.971";"595.604";"68581.169";"2894346.653";"42.021"
"1902";"24";"0.008";"0.008";"576.837";"68283.367";"576.837";"67994.949";"2825765.483";"41.383"
"1902";"25";"0.008";"0.008";"571.557";"67706.531";"571.557";"67420.752";"2757770.534";"40.731"
"1902";"26";"0.009";"0.009";"589.116";"67134.973";"589.116";"66840.415";"2690349.782";"40.074"
"1902";"27";"0.008";"0.008";"544.566";"66545.857";"544.566";"66273.574";"2623509.367";"39.424"
"1902";"28";"0.008";"0.008";"544.252";"66001.291";"544.252";"65729.165";"2557235.793";"38.745"
"1902";"29";"0.008";"0.008";"513.908";"65457.039";"513.908";"65200.085";"2491506.628";"38.063"
"1902";"30";"0.007";"0.007";"467.781";"64943.132";"467.781";"64709.241";"2426306.542";"37.36"
"1902";"31";"0.007";"0.007";"430.446";"64475.351";"430.446";"64260.128";"2361597.301";"36.628"
"1902";"32";"0.007";"0.007";"442.855";"64044.905";"442.855";"63823.477";"2297337.173";"35.871"
"1902";"33";"0.007";"0.006";"412.892";"63602.05";"412.892";"63395.604";"2233513.696";"35.117"
"1902";"34";"0.007";"0.007";"416.467";"63189.157";"416.467";"62980.924";"2170118.093";"34.343"
"1902";"35";"0.007";"0.007";"444.38";"62772.69";"444.38";"62550.5";"2107137.169";"33.568"
"1902";"36";"0.007";"0.007";"444.927";"62328.31";"444.927";"62105.847";"2044586.669";"32.803"
"1902";"37";"0.007";"0.007";"449.625";"61883.383";"449.625";"61658.571";"1982480.822";"32.036"
"1902";"38";"0.008";"0.008";"477.274";"61433.759";"477.274";"61195.122";"1920822.251";"31.267"
"1902";"39";"0.008";"0.008";"480.668";"60956.485";"480.668";"60716.151";"1859627.129";"30.507"
"1902";"40";"0.008";"0.008";"472.917";"60475.816";"472.917";"60239.358";"1798910.979";"29.746"
"1902";"41";"0.008";"0.008";"476.638";"60002.899";"476.638";"59764.58";"1738671.621";"28.976"
"1902";"42";"0.009";"0.009";"523.965";"59526.261";"523.965";"59264.279";"1678907.041";"28.204"
"1902";"43";"0.008";"0.008";"460.412";"59002.297";"460.412";"58772.091";"1619642.762";"27.451"
"1902";"44";"0.007";"0.007";"433.288";"58541.885";"433.288";"58325.241";"1560870.671";"26.662"
"1902";"45";"0.007";"0.007";"410.432";"58108.597";"410.432";"57903.381";"1502545.43";"25.858"
"1902";"46";"0.007";"0.007";"410.897";"57698.165";"410.897";"57492.717";"1444642.049";"25.038"
"1902";"47";"0.008";"0.008";"439.05";"57287.268";"439.05";"57067.743";"1387149.332";"24.214"
"1902";"48";"0.009";"0.009";"514.942";"56848.218";"514.942";"56590.747";"1330081.589";"23.397"
"1902";"49";"0.01";"0.01";"582.972";"56333.276";"582.972";"56041.79";"1273490.842";"22.606"
"1902";"50";"0.013";"0.013";"714.361";"55750.304";"714.361";"55393.124";"1217449.051";"21.838"
"1902";"51";"0.014";"0.014";"756.164";"55035.943";"756.164";"54657.861";"1162055.928";"21.114"
"1902";"52";"0.016";"0.016";"841.591";"54279.779";"841.591";"53858.983";"1107398.067";"20.402"
"1902";"53";"0.014";"0.014";"759.153";"53438.187";"759.153";"53058.611";"1053539.084";"19.715"
"1902";"54";"0.014";"0.014";"729.921";"52679.034";"729.921";"52314.074";"1000480.473";"18.992"
"1902";"55";"0.013";"0.013";"650.229";"51949.113";"650.229";"51623.999";"948166.399";"18.252"
