"Year";"Age";"mx";"qx";"ax";"lx";"dx";"Lx";"Tx";"ex"
"1901";"0";"0.169";"0.153";"15255.718";"1e+05";"15255.718";"90083.783";"4595905.562";"45.959"
"1901";"1";"0.025";"0.025";"2091.374";"84744.282";"2091.374";"83698.595";"4505821.779";"53.17"
"1901";"2";"0.014";"0.014";"1170.344";"82652.908";"1170.344";"82067.736";"4422123.184";"53.502"
"1901";"3";"0.009";"0.009";"756.232";"81482.564";"756.232";"81104.448";"4340055.448";"53.264"
"1901";"4";"0.008";"0.008";"621.63";"80726.332";"621.63";"80415.517";"4258951";"52.758"
"1901";"5";"0.006";"0.006";"490.821";"80104.702";"490.821";"79859.291";"4178535.483";"52.163"
"1901";"6";"0.005";"0.005";"415.342";"79613.88";"415.342";"79406.209";"4098676.192";"51.482"
"1901";"7";"0.005";"0.005";"365.165";"79198.539";"365.165";"79015.956";"4019269.983";"50.749"
"1901";"8";"0.004";"0.004";"329.978";"78833.374";"329.978";"78668.385";"3940254.026";"49.982"
"1901";"9";"0.004";"0.004";"335.376";"78503.396";"335.376";"78335.708";"3861585.641";"49.19"
"1901";"10";"0.004";"0.004";"324.974";"78168.02";"324.974";"78005.533";"3783249.933";"48.399"
"1901";"11";"0.004";"0.004";"308.446";"77843.046";"308.446";"77688.823";"3705244.4";"47.599"
"1901";"12";"0.004";"0.004";"293.998";"77534.6";"293.998";"77387.601";"3627555.578";"46.786"
"1901";"13";"0.004";"0.004";"286.141";"77240.602";"286.141";"77097.532";"3550167.976";"45.962"
"1901";"14";"0.003";"0.003";"257.872";"76954.462";"257.872";"76825.526";"3473070.444";"45.132"
"1901";"15";"0.003";"0.003";"252.075";"76696.59";"252.075";"76570.552";"3396244.919";"44.282"
"1901";"16";"0.004";"0.004";"270.51";"76444.515";"270.51";"76309.26";"3319674.366";"43.426"
"1901";"17";"0.004";"0.004";"306.571";"76174.005";"306.571";"76020.719";"3243365.106";"42.578"
"1901";"18";"0.005";"0.005";"370.479";"75867.433";"370.479";"75682.194";"3167344.387";"41.748"
"1901";"19";"0.006";"0.006";"468.412";"75496.955";"468.412";"75262.749";"3091662.193";"40.951"
"1901";"20";"0.009";"0.009";"653.367";"75028.542";"653.367";"74701.859";"3016399.444";"40.203"
"1901";"21";"0.01";"0.01";"717.809";"74375.176";"717.809";"74016.271";"2941697.585";"39.552"
"1901";"22";"0.011";"0.011";"811.001";"73657.367";"811.001";"73251.866";"2867681.314";"38.933"
"1901";"23";"0.011";"0.011";"779.525";"72846.365";"779.525";"72456.603";"2794429.448";"38.361"
"1901";"24";"0.01";"0.01";"746.99";"72066.84";"746.99";"71693.345";"2721972.845";"37.77"
"1901";"25";"0.009";"0.009";"669.088";"71319.85";"669.088";"70985.307";"2650279.5";"37.16"
"1901";"26";"0.008";"0.008";"576.693";"70650.763";"576.693";"70362.416";"2579294.193";"36.508"
"1901";"27";"0.008";"0.008";"543.358";"70074.07";"543.358";"69802.391";"2508931.777";"35.804"
